"theta","se","time","method","n","truth"
38.5682185300472,0.502340210711952,0.903,"iid",1600,38.376428
38.4117546610638,0.604114772041184,0.539000000000001,"emm",1600,38.376428
39.2326500196779,0.502797119883449,0.862,"iid",1600,38.376428
39.6751555395537,0.5697688924514,0.435,"emm",1600,38.376428
38.554803117941,0.501931917832293,0.673999999999999,"iid",1600,38.376428
38.5846337043121,0.541838372772247,0.356,"emm",1600,38.376428
39.2351147205851,0.51714404483323,0.664999999999999,"iid",1600,38.376428
38.7908346891784,0.764379722241129,0.373000000000001,"emm",1600,38.376428
38.6348857643478,0.526751852686776,0.674000000000001,"iid",1600,38.376428
38.7009073563005,0.638481479201528,0.460000000000001,"emm",1600,38.376428
38.8640008379323,0.534732807267809,0.67,"iid",1600,38.376428
38.6366674303225,0.621644466753135,0.378,"emm",1600,38.376428
38.089034072312,0.511836460986374,0.664999999999999,"iid",1600,38.376428
38.5239289106208,0.582159399815519,0.35,"emm",1600,38.376428
38.562083335806,0.510357041237883,0.667999999999999,"iid",1600,38.376428
38.4365013625542,0.598247075389789,0.355999999999998,"emm",1600,38.376428
38.8920283478406,0.51769645128248,0.667999999999999,"iid",1600,38.376428
38.7736247055649,0.676735829696649,0.358000000000001,"emm",1600,38.376428
37.9446299693214,0.509814644030731,0.669,"iid",1600,38.376428
38.1688061547239,0.583268176472322,0.364999999999998,"emm",1600,38.376428
38.9988418332878,0.503778236297043,0.697999999999997,"iid",1600,38.376428
39.4554643794014,0.657088577928655,0.376000000000001,"emm",1600,38.376428
38.8963553503704,0.508318941878378,0.676000000000002,"iid",1600,38.376428
39.0363141441717,0.542012148156587,0.377000000000002,"emm",1600,38.376428
37.2818223349042,0.500236560655242,0.682000000000002,"iid",1600,38.376428
36.9281941592523,0.534256485226293,0.405000000000001,"emm",1600,38.376428
38.0731084280156,0.507842378620923,0.676000000000002,"iid",1600,38.376428
37.396674273981,0.733011950260341,0.373999999999999,"emm",1600,38.376428
37.9742728795651,0.494250757619236,0.678000000000001,"iid",1600,38.376428
38.0559240587204,0.612700775782274,0.381999999999998,"emm",1600,38.376428
39.2565471960157,0.507998754040178,0.683999999999997,"iid",1600,38.376428
39.3823077456004,0.551000508903007,0.385999999999999,"emm",1600,38.376428
38.049061678881,0.497160755041989,0.68,"iid",1600,38.376428
38.0028703559234,0.534210520464425,0.372000000000003,"emm",1600,38.376428
37.7761259609816,0.507207432377283,0.670999999999999,"iid",1600,38.376428
37.8431986769343,0.553407817007568,0.360999999999997,"emm",1600,38.376428
37.9122307980398,0.494588202092366,0.673000000000002,"iid",1600,38.376428
37.8941992823002,0.610571841557084,0.359999999999999,"emm",1600,38.376428
38.2518673626263,0.49903489536581,0.663,"iid",1600,38.376428
38.1980602118002,0.579287854438941,0.364999999999998,"emm",1600,38.376428
38.6148226882312,0.505901071439601,0.673999999999996,"iid",1600,38.376428
38.5601345827705,0.59339085290328,0.381999999999998,"emm",1600,38.376428
38.0032743661787,0.509600753826263,0.675000000000004,"iid",1600,38.376428
37.9945900248927,0.693644728272257,0.390000000000001,"emm",1600,38.376428
38.042870460469,0.501425606050965,0.681000000000004,"iid",1600,38.376428
38.1474436363945,0.532562526931567,0.379999999999995,"emm",1600,38.376428
38.4182379605673,0.513216887236963,0.685000000000002,"iid",1600,38.376428
38.5740504765453,0.602547521360937,0.365000000000002,"emm",1600,38.376428
