"theta","se","time","method","n","truth"
37.8330333905093,1.669314799884,0.260999999999996,"emm",400,38.38912
36.3797711191091,1.16570446942173,0.363,"iid",400,38.38912
38.0853063722695,2.23705910918062,0.25,"emm",400,38.38912
37.3377385254177,1.39865944636964,0.353999999999985,"iid",400,38.38912
29.8704080403929,3.83631773158769,0.254000000000019,"emm",400,38.38912
36.7448289070929,1.10721857770063,0.379999999999995,"iid",400,38.38912
37.1871500370998,1.88366504359728,0.253999999999991,"emm",400,38.38912
38.9147936383229,1.12267547355042,0.36099999999999,"iid",400,38.38912
39.4990467657775,1.54428832785092,0.257999999999981,"emm",400,38.38912
36.9055348219439,1.04938057596173,0.355999999999995,"iid",400,38.38912
35.6000084762701,1.40145991862264,0.273000000000025,"emm",400,38.38912
39.7603485150969,1.10081703265477,0.360000000000014,"iid",400,38.38912
40.1960711565616,3.6564855380105,0.246999999999986,"emm",400,38.38912
37.9518885598501,1.06595989314908,0.359000000000009,"iid",400,38.38912
37.0751998421851,3.0086193271878,0.259999999999991,"emm",400,38.38912
36.9210364038776,1.09198039397687,0.373999999999995,"iid",400,38.38912
37.0042652615211,2.10699334915538,0.256,"emm",400,38.38912
37.5033775181362,1.29611095992193,0.365999999999985,"iid",400,38.38912
39.6084579303057,2.18148594729714,0.262,"emm",400,38.38912
38.0669959157084,1.20273883614712,0.359000000000009,"iid",400,38.38912
40.8516599438496,2.77581054591679,0.264999999999986,"emm",400,38.38912
37.3437345446403,1.12714384649157,0.365000000000009,"iid",400,38.38912
37.3996273894114,2.29621849924305,0.280000000000001,"emm",400,38.38912
40.7407521550912,1.12571203937321,0.35499999999999,"iid",400,38.38912
38.3733090869402,2.07099705362386,0.253000000000014,"emm",400,38.38912
40.8837121145469,1.17630764449077,0.381,"iid",400,38.38912
40.1755676420114,1.30341457361285,0.282000000000011,"emm",400,38.38912
36.8528507137966,1.02037108469479,0.370000000000005,"iid",400,38.38912
37.9352222933639,2.21222658878432,0.25,"emm",400,38.38912
37.2998189982953,1.10104298559317,0.355999999999995,"iid",400,38.38912
32.186325881487,4.48214678924069,0.258999999999986,"emm",400,38.38912
38.5817893052235,1.00640765918842,0.364000000000004,"iid",400,38.38912
38.4245773254454,1.0801766337261,0.260999999999996,"emm",400,38.38912
39.0829376909766,1.06547834353603,0.35499999999999,"iid",400,38.38912
42.4474797145024,2.71135929576843,0.254000000000019,"emm",400,38.38912
39.4429596093471,1.12743004967868,0.360000000000014,"iid",400,38.38912
39.1911151515711,1.81471820407912,0.266999999999996,"emm",400,38.38912
38.8501666415847,1.04087605093024,0.376000000000005,"iid",400,38.38912
35.6674633222078,1.94066154414932,0.252999999999986,"emm",400,38.38912
37.8908888913131,1.09487108412556,0.353000000000009,"iid",400,38.38912
36.2352537794539,2.54030254922568,0.254999999999995,"emm",400,38.38912
38.7764691343767,1.2665722573017,0.359999999999985,"iid",400,38.38912
40.8822726685954,1.80114630733597,0.253000000000014,"emm",400,38.38912
36.9323917138109,1.3350382652729,0.355999999999995,"iid",400,38.38912
36.2900683497393,2.326399123881,0.246000000000009,"emm",400,38.38912
38.728805280631,1.19767242552641,0.365000000000009,"iid",400,38.38912
44.5934581635959,2.13707663009006,0.244999999999976,"emm",400,38.38912
38.6491755592275,1.16333346264397,0.376000000000005,"iid",400,38.38912
37.7402613640909,2.22711791597514,0.257000000000005,"emm",400,38.38912
36.9332795795338,1.65045394089155,0.358000000000004,"iid",400,38.38912
33.7039153619372,2.68403345740694,0.252999999999986,"emm",400,38.38912
39.1595104350762,1.08604630623984,0.364999999999981,"iid",400,38.38912
33.2760347976319,3.16979963130508,0.240000000000009,"emm",400,38.38912
39.1936785024928,1.0786538672187,0.359000000000009,"iid",400,38.38912
44.3006631916171,2.33978115989942,0.266999999999996,"emm",400,38.38912
38.1685032992113,1.08728442899932,0.367000000000019,"iid",400,38.38912
32.0150137565805,2.61391311920246,0.25,"emm",400,38.38912
36.7928736758315,1.05602259033219,0.375,"iid",400,38.38912
39.7112480156601,2.34930151110541,0.257999999999981,"emm",400,38.38912
36.2088210214123,1.8725279217961,0.362000000000023,"iid",400,38.38912
38.3899811817867,2.16958357885022,0.257000000000005,"emm",400,38.38912
37.3750162551708,1.05753836976414,0.350999999999999,"iid",400,38.38912
39.3616138523719,2.53396578432127,0.255000000000024,"emm",400,38.38912
39.6731686301827,1.05951084921354,0.361000000000018,"iid",400,38.38912
32.9758341862022,3.18820566619123,0.253999999999991,"emm",400,38.38912
37.7757601139835,1.00823350161986,0.353999999999985,"iid",400,38.38912
