"N","M","bias_iid","var_iid","mse_iid","mean_t_iid","bias_2w","var_2w","mse_2w","mean_t_2w"
30,30,-0.0719736322605014,1.6728884984915,1.67517394613849,0.0624179999999993,0.0304487351691295,11.5809062831418,11.5587523173853,0.0965039999999996
40,40,0.0758050271149039,0.36365058849953,0.36917000713147,0.0874499999999995,0.00568051502573004,2.62894509180732,2.62372227935021,0.121957999999999
50,50,0.0402108537734151,0.208092482987568,0.209433989310121,0.117966000000001,0.0874244802442698,0.593316709510428,0.600438566630822,0.151208000000004
60,60,0.0127614177504561,0.0800935702408514,0.0801104159512179,0.155656000000004,0.0139924213275415,0.264718620044944,0.264402017173351,0.189309999999992
