"theta","se","time","method","n","truth"
37.4758401430698,0.910496729652627,0.72,"iid",900,38.355794
38.3611989835068,0.904640328515,0.449,"emm",900,38.355794
38.4973777014015,0.690127185021025,0.657,"iid",900,38.355794
38.305632629588,0.850436790549223,0.409000000000001,"emm",900,38.355794
38.7847959896331,0.744029064797648,0.512,"iid",900,38.355794
38.1172793266978,0.781539997205816,0.322999999999999,"emm",900,38.355794
38.0235944591201,0.670582634043965,0.500999999999999,"iid",900,38.355794
37.6942411927312,1.26242542311014,0.300000000000001,"emm",900,38.355794
37.64721867729,0.711768087691117,0.509,"iid",900,38.355794
37.4497980043505,1.09540321018543,0.42,"emm",900,38.355794
38.6099998987924,0.690960058920793,0.511999999999999,"iid",900,38.355794
39.4621781771321,1.02126385212828,0.315,"emm",900,38.355794
38.3922159502349,0.860734132926817,0.500999999999999,"iid",900,38.355794
40.4760730646031,1.87845689387798,0.324,"emm",900,38.355794
39.1650007049597,0.723846507465019,0.51,"iid",900,38.355794
40.1840087674627,1.40670925408502,0.316000000000001,"emm",900,38.355794
39.1870345930894,0.725450306577536,0.516,"iid",900,38.355794
40.3004417424342,1.14705221291285,0.314,"emm",900,38.355794
38.3334328168616,0.730761663153937,0.527000000000001,"iid",900,38.355794
38.7301391835591,0.956392111912005,0.312999999999999,"emm",900,38.355794
38.2772685755572,0.681122126119847,0.500999999999998,"iid",900,38.355794
39.1471539580856,0.990380773064234,0.314999999999998,"emm",900,38.355794
38.8595411852414,0.698568530829541,0.512,"iid",900,38.355794
38.7127901489159,1.12178740709202,0.312000000000001,"emm",900,38.355794
37.1011997597961,0.657719179937735,0.513999999999999,"iid",900,38.355794
39.5301016739018,1.05043178619548,0.315000000000001,"emm",900,38.355794
38.770818679163,0.678738447550015,0.502000000000002,"iid",900,38.355794
37.7391596720027,1.0326081309938,0.316000000000003,"emm",900,38.355794
38.9567362605899,0.685214339290298,0.503,"iid",900,38.355794
37.5148823890715,1.43511345912548,0.312000000000001,"emm",900,38.355794
38.0659736127707,0.660446762748974,0.498999999999999,"iid",900,38.355794
37.0232882777086,0.843104466558305,0.317,"emm",900,38.355794
38.401708345026,0.750176584357921,0.523,"iid",900,38.355794
40.447774790853,0.908937005159451,0.317,"emm",900,38.355794
38.2786126108257,0.685694317698667,0.498999999999999,"iid",900,38.355794
37.0672659037007,1.86479865685692,0.305999999999997,"emm",900,38.355794
38.7602036780088,0.692701750084036,0.504999999999999,"iid",900,38.355794
37.9721536193531,1.07272918528111,0.327000000000002,"emm",900,38.355794
38.1920071344103,0.675559525406465,0.495999999999999,"iid",900,38.355794
35.9637118456957,1.83404905433748,0.326999999999998,"emm",900,38.355794
38.5916933066537,0.693437761766921,0.507000000000001,"iid",900,38.355794
38.8775507694399,0.871421852737716,0.314,"emm",900,38.355794
39.4451951519023,0.716574052200466,0.509999999999998,"iid",900,38.355794
38.2339780925513,1.23493035958841,0.309000000000001,"emm",900,38.355794
38.8448528840994,0.697534403272796,0.513000000000002,"iid",900,38.355794
39.7135526733215,0.762668175802997,0.326000000000001,"emm",900,38.355794
38.3630466851347,0.658347956431963,0.501999999999999,"iid",900,38.355794
38.006933622064,0.981167346223989,0.319000000000003,"emm",900,38.355794
38.5987929419323,0.692963434400791,0.510999999999999,"iid",900,38.355794
38.8192819981349,0.952410204481652,0.314999999999998,"emm",900,38.355794
39.3377916830913,0.680533842421644,0.538999999999994,"iid",900,38.355794
37.973155692771,1.12507992366122,0.317999999999998,"emm",900,38.355794
38.1519366582947,0.712292387118103,0.510999999999996,"iid",900,38.355794
36.7023375060733,1.80314093013299,0.317999999999998,"emm",900,38.355794
38.632468212796,0.674196923942626,0.503,"iid",900,38.355794
37.155532533578,1.35138682375613,0.308999999999997,"emm",900,38.355794
37.7180620219667,0.72558815132015,0.509999999999998,"iid",900,38.355794
36.4571663902556,1.33447837585801,0.295000000000002,"emm",900,38.355794
37.203192865801,0.682044408780162,0.509,"iid",900,38.355794
35.7004245536899,1.11090556356295,0.313000000000002,"emm",900,38.355794
38.0586855703489,0.679290677364803,0.506,"iid",900,38.355794
40.2558483475039,1.43226023984036,0.305,"emm",900,38.355794
38.0205329008362,0.744261147059142,0.493000000000002,"iid",900,38.355794
39.2950777159181,1.17085300854352,0.328000000000003,"emm",900,38.355794
37.5673022063103,0.661404539950898,0.506999999999998,"iid",900,38.355794
36.0140147566004,1.26529599541529,0.316000000000003,"emm",900,38.355794
39.1542202946696,0.720830762312134,0.511000000000003,"iid",900,38.355794
39.8366064880014,1.09236151899861,0.310000000000002,"emm",900,38.355794
37.7155409859678,0.725792338469048,0.507999999999996,"iid",900,38.355794
36.4926627250574,1.58527401995548,0.319000000000003,"emm",900,38.355794
38.0370213861847,0.683139479888619,0.506999999999998,"iid",900,38.355794
38.9338913654025,0.952743225490834,0.324000000000005,"emm",900,38.355794
38.1365609014129,0.695162283846566,0.497,"iid",900,38.355794
39.2079299129552,1.53017466064801,0.327999999999996,"emm",900,38.355794
38.0936199191231,0.67972313307353,0.514999999999993,"iid",900,38.355794
37.7529742809098,1.03496272948229,0.311,"emm",900,38.355794
38.4803045784175,0.697020494437893,0.501000000000005,"iid",900,38.355794
37.5535873417586,0.995940742014055,0.32,"emm",900,38.355794
37.5928831777312,0.693989698040802,0.505000000000003,"iid",900,38.355794
39.5773240356381,1.25196888513248,0.311999999999998,"emm",900,38.355794
38.2909478773043,0.684774639576845,0.488,"iid",900,38.355794
37.9252109024709,0.855845231484408,0.308999999999997,"emm",900,38.355794
39.2047015848622,0.709680020293393,0.505000000000003,"iid",900,38.355794
38.8039604228428,0.844387923914699,0.318999999999996,"emm",900,38.355794
38.2358461028009,0.716866358194274,0.506,"iid",900,38.355794
37.8230682682944,1.11484029159724,0.312000000000005,"emm",900,38.355794
