"theta","se","time","method","n","truth"
38.6477815027126,0.407009407601118,1.266,"iid",2500,38.373256
38.5993075803498,0.427348527313699,0.644,"emm",2500,38.373256
38.6643702667035,0.40822449938813,1.095,"iid",2500,38.373256
38.4135343759527,0.463161477505287,0.496,"emm",2500,38.373256
38.5858037121348,0.407099992188431,0.931999999999999,"iid",2500,38.373256
38.5636622089882,0.458836050010303,0.606999999999999,"emm",2500,38.373256
37.8516763049836,0.410673044015848,0.927000000000001,"iid",2500,38.373256
37.5285073889468,0.49543028106488,0.489000000000001,"emm",2500,38.373256
38.2840350642903,0.411942293223623,0.917999999999999,"iid",2500,38.373256
38.2877130479459,0.422668441909822,0.495000000000001,"emm",2500,38.373256
38.221392233154,0.40882937171878,0.914,"iid",2500,38.373256
38.6968109413258,0.45575022940339,0.449999999999999,"emm",2500,38.373256
39.0549309597346,0.409470565129945,0.938000000000001,"iid",2500,38.373256
39.1061653690654,0.45219244728147,0.487,"emm",2500,38.373256
38.8982502087935,0.400033247464748,0.920999999999999,"iid",2500,38.373256
38.1090953623596,0.623485762713794,0.490000000000002,"emm",2500,38.373256
38.9498378991409,0.399572996578022,0.91,"iid",2500,38.373256
39.1577658918821,0.451429698560085,0.481999999999999,"emm",2500,38.373256
38.2393174476878,0.401647266015735,0.927,"iid",2500,38.373256
38.1114480737249,0.437736648862486,0.492000000000001,"emm",2500,38.373256
37.9750901523439,0.399720418824132,0.922000000000001,"iid",2500,38.373256
37.955003580431,0.415063179270275,0.498000000000001,"emm",2500,38.373256
38.3130776061703,0.416947883808654,0.928000000000001,"iid",2500,38.373256
38.3796171758811,0.433971231504514,0.489999999999998,"emm",2500,38.373256
38.6837416705678,0.402649729742793,0.905000000000001,"iid",2500,38.373256
38.6541355224444,0.44043942128929,0.466999999999999,"emm",2500,38.373256
38.9136710228787,0.414238101485441,0.928999999999998,"iid",2500,38.373256
38.736962929906,0.476939589045756,0.465,"emm",2500,38.373256
38.4523465459627,0.419621585522475,0.928000000000001,"iid",2500,38.373256
38.6817953617372,0.419970084408851,0.460999999999999,"emm",2500,38.373256
38.9838484822153,0.4144802479498,0.938000000000002,"iid",2500,38.373256
39.02504596292,0.434177339767529,0.492999999999999,"emm",2500,38.373256
38.1181242199891,0.399709279776852,0.938000000000002,"iid",2500,38.373256
38.0759040643228,0.415834738076269,0.513999999999996,"emm",2500,38.373256
37.2791259245458,0.405919698908726,0.921000000000006,"iid",2500,38.373256
37.2844604451263,0.433261045508739,0.483999999999995,"emm",2500,38.373256
37.7005488252937,0.399210775975164,0.925000000000004,"iid",2500,38.373256
37.3351574811242,0.430798522841136,0.463999999999999,"emm",2500,38.373256
38.0348095266412,0.403006639684125,0.915999999999997,"iid",2500,38.373256
38.1621910121176,0.423389912324027,0.471999999999994,"emm",2500,38.373256
38.5948649195258,0.400264021900962,0.917000000000002,"iid",2500,38.373256
38.8280216938183,0.410163630769524,0.475000000000001,"emm",2500,38.373256
37.7887802930679,0.402474297481744,0.927,"iid",2500,38.373256
37.7854828800813,0.429934944930023,0.466999999999999,"emm",2500,38.373256
38.0381742065737,0.401781287611708,0.93,"iid",2500,38.373256
37.9077855342336,0.418531241661792,0.469000000000001,"emm",2500,38.373256
38.4725000962737,0.39919441878321,0.939,"iid",2500,38.373256
38.2109255378157,0.433801933912373,0.479999999999997,"emm",2500,38.373256
37.9240731661763,0.405281278007533,0.931000000000004,"iid",2500,38.373256
37.9004260927846,0.431293515504723,0.478999999999999,"emm",2500,38.373256
37.7329415960681,0.399042303308377,0.920999999999999,"iid",2500,38.373256
37.568652410715,0.466793512950401,0.483000000000004,"emm",2500,38.373256
38.1790106328883,0.407265728841378,0.920000000000002,"iid",2500,38.373256
38.1524308007339,0.414470091004674,0.463000000000001,"emm",2500,38.373256
38.139846542655,0.396253838217954,0.923999999999999,"iid",2500,38.373256
38.0139534266549,0.455726508875619,0.484999999999999,"emm",2500,38.373256
37.878445661551,0.394300376566379,0.917999999999999,"iid",2500,38.373256
37.8436319390487,0.404872137338034,0.478999999999999,"emm",2500,38.373256
38.344900714609,0.410483431050623,0.923000000000002,"iid",2500,38.373256
38.3403398592954,0.441762885273961,0.478000000000002,"emm",2500,38.373256
38.5423420686241,0.402776538245774,0.926000000000002,"iid",2500,38.373256
38.3536639460557,0.453165281618652,0.481999999999999,"emm",2500,38.373256
38.8138285899797,0.405632018351981,0.928999999999995,"iid",2500,38.373256
38.5689600493835,0.462776775525691,0.477999999999994,"emm",2500,38.373256
38.4078877229,0.404525327234019,0.911999999999999,"iid",2500,38.373256
38.5825345474423,0.451298979458683,0.467000000000006,"emm",2500,38.373256
38.390313330289,0.404140429810522,0.920999999999999,"iid",2500,38.373256
38.3864386261955,0.426480059100458,0.475999999999999,"emm",2500,38.373256
38.1242466139329,0.395126314895021,0.925000000000004,"iid",2500,38.373256
38.100822643996,0.412404639390369,0.475000000000001,"emm",2500,38.373256
38.7574342277711,0.403807032716191,0.917000000000002,"iid",2500,38.373256
38.6259529741421,0.443986838489292,0.471000000000004,"emm",2500,38.373256
38.2694780977757,0.403937815942478,0.915999999999997,"iid",2500,38.373256
38.5149867667078,0.450376789507501,0.475999999999999,"emm",2500,38.373256
38.5081441696545,0.420484243572332,0.926000000000002,"iid",2500,38.373256
38.4352696434072,0.526255119459981,0.478999999999999,"emm",2500,38.373256
37.9526201900234,0.401218348074196,0.931000000000012,"iid",2500,38.373256
37.7029080930159,0.442396422389371,0.475999999999999,"emm",2500,38.373256
38.1493221008622,0.397806070778499,0.917999999999992,"iid",2500,38.373256
38.045072544359,0.432542604196545,0.487000000000009,"emm",2500,38.373256
37.9956903712133,0.415953782784066,0.908999999999992,"iid",2500,38.373256
38.0410421235092,0.466712327949765,0.462999999999994,"emm",2500,38.373256
37.5489077059544,0.427572313366927,0.919000000000011,"iid",2500,38.373256
37.6601338027051,0.414048707002419,0.465000000000003,"emm",2500,38.373256
37.8792385169547,0.400940940903494,0.919000000000011,"iid",2500,38.373256
38.0701309557955,0.423283463388364,0.484000000000009,"emm",2500,38.373256
39.0165338528357,0.433054255933236,0.927999999999997,"iid",2500,38.373256
39.1571747000504,0.436297709242512,0.484999999999999,"emm",2500,38.373256
38.5667763841037,0.4200613681389,0.935999999999993,"iid",2500,38.373256
38.7654298146685,0.431995769298796,0.488,"emm",2500,38.373256
37.9080973686599,0.405121609395812,0.926000000000002,"iid",2500,38.373256
37.8935559644773,0.440321951920561,0.47999999999999,"emm",2500,38.373256
38.348181528672,0.409279376148054,0.914999999999992,"iid",2500,38.373256
38.3738993775493,0.417348323183386,0.474000000000004,"emm",2500,38.373256
38.3133669024347,0.402915928735661,0.927999999999997,"iid",2500,38.373256
38.4367115989485,0.408426539401292,0.483000000000004,"emm",2500,38.373256
39.3505514421477,0.404396784001795,0.911000000000001,"iid",2500,38.373256
39.3246742857899,0.44663532934382,0.469999999999999,"emm",2500,38.373256
38.8130838262195,0.408822484242699,0.926999999999992,"iid",2500,38.373256
38.7021482632245,0.430746988846794,0.483999999999995,"emm",2500,38.373256
38.7573006152685,0.410081486112335,0.927000000000007,"iid",2500,38.373256
38.7420745796172,0.426947099328477,0.489999999999995,"emm",2500,38.373256
38.7572885990854,0.411849601280452,0.923999999999992,"iid",2500,38.373256
38.7968430479854,0.420496109178671,0.493000000000009,"emm",2500,38.373256
37.902486973867,0.394547675535753,0.927000000000007,"iid",2500,38.373256
37.6383896508191,0.504864050427784,0.49199999999999,"emm",2500,38.373256
38.4751484774196,0.401618896159809,0.926000000000002,"iid",2500,38.373256
38.3136820189487,0.46821788843019,0.474999999999994,"emm",2500,38.373256
38.4847819667877,0.404737542132098,0.912000000000006,"iid",2500,38.373256
37.8741211508645,0.471708108655305,0.456999999999994,"emm",2500,38.373256
38.7819487774401,0.404108881542097,0.917000000000002,"iid",2500,38.373256
38.2625611490207,0.602147037349685,0.466999999999999,"emm",2500,38.373256
38.2979699651675,0.402183583884128,0.914000000000001,"iid",2500,38.373256
38.3377751006682,0.441873362128847,0.480999999999995,"emm",2500,38.373256
37.7569104976662,0.41173788331755,0.930999999999997,"iid",2500,38.373256
37.891583570767,0.435298180316995,0.486000000000004,"emm",2500,38.373256
37.3132070365634,0.421782029738472,0.926000000000002,"iid",2500,38.373256
37.233695579014,0.560025125217084,0.469999999999999,"emm",2500,38.373256
37.8093677306935,0.398481677606279,0.924999999999997,"iid",2500,38.373256
37.9597802595259,0.410357348099625,0.482000000000014,"emm",2500,38.373256
37.3280469399018,0.407579822191546,0.920000000000002,"iid",2500,38.373256
36.6024659149473,0.462659717207086,0.465000000000003,"emm",2500,38.373256
38.276777395393,0.399769880028305,0.914000000000001,"iid",2500,38.373256
38.2832703093522,0.418079167805997,0.465000000000003,"emm",2500,38.373256
38.0570629826119,0.397648642034432,0.916000000000011,"iid",2500,38.373256
38.2663751577774,0.417121210080658,0.474000000000004,"emm",2500,38.373256
38.1803156384647,0.406169015814333,0.930999999999997,"iid",2500,38.373256
38.2771268992095,0.434277675966452,0.474999999999994,"emm",2500,38.373256
38.5358191123597,0.408087786134785,0.950999999999993,"iid",2500,38.373256
38.1632412044941,0.528258984136903,0.488,"emm",2500,38.373256
38.5397444798056,0.406447567343574,0.930999999999997,"iid",2500,38.373256
38.5028441707867,0.479484194283932,0.585000000000008,"emm",2500,38.373256
38.787195688028,0.406487683698113,0.929000000000002,"iid",2500,38.373256
